survey_year,site,zone,transect,classcode,count,survey,longitude,latitude,density
2014,CASPAR_1,INNER,1,STRPURAD,26,pisco,-123.82683,39.37403,0.43333333333333335
2014,CASPAR_1,INNER,2,STRPURAD,66,pisco,-123.82683,39.37403,1.1
2014,POINT_CABRILLO_3,INNER,1,STRPURAD,21,pisco,-123.82563,39.34447,0.35
2014,POINT_CABRILLO_3,INNER,2,STRPURAD,55,pisco,-123.82563,39.34447,0.9166666666666666
2014,POINT_CABRILLO_3,MID,1,STRPURAD,676,pisco,-123.82563,39.34447,11.266666666666667
2014,POINT_CABRILLO_3,MID,2,STRPURAD,1929,pisco,-123.82563,39.34447,32.15
2014,POINT_CABRILLO_3,OUTER,1,STRPURAD,113,pisco,-123.82563,39.34447,1.8833333333333333
2014,POINT_CABRILLO_3,OUTER,2,STRPURAD,271,pisco,-123.82563,39.34447,4.516666666666667
2014,ABALONE_POINT_2,INNER,1,STRPURAD,0,pisco,-123.80435,39.66502,0
2014,ABALONE_POINT_2,MID,1,STRPURAD,50,pisco,-123.80435,39.66502,0.8333333333333334
2014,ABALONE_POINT_2,MID,2,STRPURAD,48,pisco,-123.80435,39.66502,0.8
2014,ABALONE_POINT_2,OUTER,1,STRPURAD,25,pisco,-123.80435,39.66502,0.4166666666666667
2014,ABALONE_POINT_2,OUTER,2,STRPURAD,14,pisco,-123.80435,39.66502,0.23333333333333334
2014,TEN_MILE_3,INNER,1,STRPURAD,0,pisco,-123.78268,39.57333,0
2014,TEN_MILE_3,INNER,2,STRPURAD,0,pisco,-123.78268,39.57333,0
2014,TEN_MILE_3,MID,1,STRPURAD,0,pisco,-123.78268,39.57333,0
2014,TEN_MILE_3,MID,2,STRPURAD,0,pisco,-123.78268,39.57333,0
2014,TEN_MILE_3,OUTER,1,STRPURAD,1,pisco,-123.78268,39.57333,0.016666666666666666
2014,TEN_MILE_3,OUTER,2,STRPURAD,4,pisco,-123.78268,39.57333,0.06666666666666667
2014,ABALONE_POINT_2,INNER,2,STRPURAD,1,pisco,-123.80435,39.66502,0.016666666666666666
2015,CASPAR_2,INNER,1,STRPURAD,523,pisco,-123.82388,39.36445,8.716666666666667
2015,CASPAR_2,INNER,2,STRPURAD,605,pisco,-123.82388,39.36445,10.083333333333334
2015,CASPAR_2,MID,1,STRPURAD,650,pisco,-123.82388,39.36445,10.833333333333334
2015,CASPAR_2,MID,2,STRPURAD,420,pisco,-123.82388,39.36445,7
2015,CASPAR_2,OUTER,1,STRPURAD,240,pisco,-123.82388,39.36445,4
2015,CASPAR_2,OUTER,2,STRPURAD,202,pisco,-123.82388,39.36445,3.3666666666666667
2015,ABALONE_POINT_3,INNER,1,STRPURAD,583,pisco,-123.79658,39.62877,9.716666666666667
2015,ABALONE_POINT_3,INNER,2,STRPURAD,171,pisco,-123.79658,39.62877,2.85
2015,ABALONE_POINT_3,MID,1,STRPURAD,451,pisco,-123.79658,39.62877,7.516666666666667
2015,ABALONE_POINT_3,MID,2,STRPURAD,172,pisco,-123.79658,39.62877,2.8666666666666667
2015,ABALONE_POINT_3,OUTER,1,STRPURAD,20,pisco,-123.79658,39.62877,0.3333333333333333
2015,ABALONE_POINT_3,OUTER,2,STRPURAD,30,pisco,-123.79658,39.62877,0.5
2015,TEN_MILE_3,INNER,1,STRPURAD,100,pisco,-123.78268,39.57333,1.6666666666666667
2015,TEN_MILE_3,INNER,2,STRPURAD,160,pisco,-123.78268,39.57333,2.6666666666666665
2015,TEN_MILE_3,MID,1,STRPURAD,804,pisco,-123.78268,39.57333,13.4
2015,TEN_MILE_3,MID,2,STRPURAD,2595,pisco,-123.78268,39.57333,43.25
2015,TEN_MILE_3,OUTER,1,STRPURAD,8,pisco,-123.78268,39.57333,0.13333333333333333
2015,TEN_MILE_3,OUTER,2,STRPURAD,13,pisco,-123.78268,39.57333,0.21666666666666667
2015,ABALONE_POINT_1,INNER,1,STRPURAD,73,pisco,-123.8141,39.6915,1.2166666666666666
2015,ABALONE_POINT_1,INNER,2,STRPURAD,41,pisco,-123.8141,39.6915,0.6833333333333333
2015,ABALONE_POINT_1,MID,1,STRPURAD,448,pisco,-123.8141,39.6915,7.466666666666667
2015,ABALONE_POINT_1,MID,2,STRPURAD,281,pisco,-123.8141,39.6915,4.683333333333334
2015,ABALONE_POINT_1,OUTER,1,STRPURAD,293,pisco,-123.8141,39.6915,4.883333333333334
2015,ABALONE_POINT_1,OUTER,2,STRPURAD,120,pisco,-123.8141,39.6915,2
2015,POINT_CABRILLO_2,INNER,1,STRPURAD,320,pisco,-123.82935,39.35083,5.333333333333333
2015,POINT_CABRILLO_2,INNER,2,STRPURAD,225,pisco,-123.82935,39.35083,3.75
2015,POINT_CABRILLO_2,MID,1,STRPURAD,1256,pisco,-123.82935,39.35083,20.933333333333334
2015,POINT_CABRILLO_2,MID,2,STRPURAD,1270,pisco,-123.82935,39.35083,21.166666666666668
2015,POINT_CABRILLO_2,OUTER,1,STRPURAD,913,pisco,-123.82935,39.35083,15.216666666666667
2015,POINT_CABRILLO_2,OUTER,2,STRPURAD,774,pisco,-123.82935,39.35083,12.9
2015,POINT_CABRILLO_3,INNER,1,STRPURAD,1240,pisco,-123.82563,39.34447,20.666666666666668
2015,POINT_CABRILLO_3,INNER,2,STRPURAD,874,pisco,-123.82563,39.34447,14.566666666666666
2015,POINT_CABRILLO_3,MID,1,STRPURAD,658,pisco,-123.82563,39.34447,10.966666666666667
2015,POINT_CABRILLO_3,MID,2,STRPURAD,649,pisco,-123.82563,39.34447,10.816666666666666
2015,POINT_CABRILLO_3,OUTER,1,STRPURAD,330,pisco,-123.82563,39.34447,5.5
2015,POINT_CABRILLO_3,OUTER,2,STRPURAD,358,pisco,-123.82563,39.34447,5.966666666666667
2015,ABALONE_POINT_2,OUTER,1,STRPURAD,119,pisco,-123.80435,39.66502,1.9833333333333334
2015,ABALONE_POINT_2,OUTER,2,STRPURAD,82,pisco,-123.80435,39.66502,1.3666666666666667
2015,TEN_MILE_1,MID,1,STRPURAD,450,pisco,-123.7899,39.59057,7.5
2015,TEN_MILE_1,MID,2,STRPURAD,626,pisco,-123.7899,39.59057,10.433333333333334
2015,TEN_MILE_1,OUTER,1,STRPURAD,134,pisco,-123.7899,39.59057,2.2333333333333334
2015,TEN_MILE_1,OUTER,2,STRPURAD,170,pisco,-123.7899,39.59057,2.8333333333333335
2015,CASPAR_1,INNER,1,STRPURAD,2050,pisco,-123.82683,39.37403,34.166666666666664
2015,CASPAR_1,INNER,2,STRPURAD,3333,pisco,-123.82683,39.37403,55.55
2015,CASPAR_1,MID,1,STRPURAD,470,pisco,-123.82683,39.37403,7.833333333333333
2015,CASPAR_1,MID,2,STRPURAD,600,pisco,-123.82683,39.37403,10
2015,CASPAR_1,OUTER,1,STRPURAD,16,pisco,-123.82683,39.37403,0.26666666666666666
2015,CASPAR_1,OUTER,2,STRPURAD,27,pisco,-123.82683,39.37403,0.45
2015,ABALONE_POINT_2,INNER,1,STRPURAD,336,pisco,-123.80435,39.66502,5.6
2015,ABALONE_POINT_2,INNER,2,STRPURAD,1564,pisco,-123.80435,39.66502,26.066666666666666
2015,ABALONE_POINT_2,MID,1,STRPURAD,500,pisco,-123.80435,39.66502,8.333333333333334
2015,ABALONE_POINT_2,MID,2,STRPURAD,865,pisco,-123.80435,39.66502,14.416666666666666
2015,TEN_MILE_1,INNER,1,STRPURAD,1202,pisco,-123.7899,39.59057,20.033333333333335
2015,TEN_MILE_1,INNER,2,STRPURAD,929,pisco,-123.7899,39.59057,15.483333333333333
2017,CASPAR_2,INNER,1,STRPURAD,2299,pisco,-123.82388,39.36445,38.31666666666667
2017,CASPAR_2,INNER,2,STRPURAD,1913,pisco,-123.82388,39.36445,31.883333333333333
2017,CASPAR_2,MID,1,STRPURAD,600,pisco,-123.82388,39.36445,10
2017,CASPAR_2,MID,2,STRPURAD,586,pisco,-123.82388,39.36445,9.766666666666667
2017,CASPAR_2,OUTER,1,STRPURAD,387,pisco,-123.82388,39.36445,6.45
2017,CASPAR_2,OUTER,2,STRPURAD,73,pisco,-123.82388,39.36445,1.2166666666666666
2017,POINT_CABRILLO_3,INNER,1,STRPURAD,800,pisco,-123.82563,39.34447,13.333333333333334
2017,POINT_CABRILLO_3,INNER,2,STRPURAD,1377,pisco,-123.82563,39.34447,22.95
2017,POINT_CABRILLO_3,MID,1,STRPURAD,1804,pisco,-123.82563,39.34447,30.066666666666666
2017,POINT_CABRILLO_3,MID,2,STRPURAD,1459,pisco,-123.82563,39.34447,24.316666666666666
2017,POINT_CABRILLO_3,OUTER,1,STRPURAD,108,pisco,-123.82563,39.34447,1.8
2017,POINT_CABRILLO_3,OUTER,2,STRPURAD,507,pisco,-123.82563,39.34447,8.45
2017,TEN_MILE_1,INNER,1,STRPURAD,1060,pisco,-123.7899,39.59057,17.666666666666668
2017,TEN_MILE_1,INNER,2,STRPURAD,760,pisco,-123.7899,39.59057,12.666666666666666
2017,TEN_MILE_1,MID,1,STRPURAD,553,pisco,-123.7899,39.59057,9.216666666666667
2017,TEN_MILE_1,MID,2,STRPURAD,882,pisco,-123.7899,39.59057,14.7
2017,TEN_MILE_1,OUTER,1,STRPURAD,18,pisco,-123.7899,39.59057,0.3
2017,TEN_MILE_1,OUTER,2,STRPURAD,15,pisco,-123.7899,39.59057,0.25
2017,POINT_CABRILLO_2,INNER,1,STRPURAD,4175,pisco,-123.82935,39.35083,69.58333333333333
2017,POINT_CABRILLO_2,INNER,2,STRPURAD,7667,pisco,-123.82935,39.35083,127.78333333333333
2017,POINT_CABRILLO_2,MID,1,STRPURAD,877,pisco,-123.82935,39.35083,14.616666666666667
2017,POINT_CABRILLO_2,MID,2,STRPURAD,540,pisco,-123.82935,39.35083,9
2017,POINT_CABRILLO_2,OUTER,1,STRPURAD,1029,pisco,-123.82935,39.35083,17.15
2017,POINT_CABRILLO_2,OUTER,2,STRPURAD,198,pisco,-123.82935,39.35083,3.3
2017,CASPAR_1,INNER,1,STRPURAD,1586,pisco,-123.82683,39.37403,26.433333333333334
2017,CASPAR_1,INNER,2,STRPURAD,870,pisco,-123.82683,39.37403,14.5
2017,CASPAR_1,MID,1,STRPURAD,919,pisco,-123.82683,39.37403,15.316666666666666
2017,CASPAR_1,MID,2,STRPURAD,1065,pisco,-123.82683,39.37403,17.75
2017,CASPAR_1,OUTER,1,STRPURAD,214,pisco,-123.82683,39.37403,3.566666666666667
2017,CASPAR_1,OUTER,2,STRPURAD,194,pisco,-123.82683,39.37403,3.2333333333333334
2018,CASPAR_2,INNER,1,STRPURAD,649,pisco,-123.82388,39.36445,10.816666666666666
2018,CASPAR_2,INNER,2,STRPURAD,2281,pisco,-123.82388,39.36445,38.016666666666666
2018,CASPAR_2,MID,1,STRPURAD,748,pisco,-123.82388,39.36445,12.466666666666667
2018,CASPAR_2,MID,2,STRPURAD,771,pisco,-123.82388,39.36445,12.85
2018,CASPAR_2,OUTER,1,STRPURAD,257,pisco,-123.82388,39.36445,4.283333333333333
2018,CASPAR_2,OUTER,2,STRPURAD,640,pisco,-123.82388,39.36445,10.666666666666666
2018,CASPAR_1,INNER,1,STRPURAD,1312,pisco,-123.82683,39.37403,21.866666666666667
2018,CASPAR_1,INNER,2,STRPURAD,1111,pisco,-123.82683,39.37403,18.516666666666666
2018,CASPAR_1,MID,1,STRPURAD,1110,pisco,-123.82683,39.37403,18.5
2018,CASPAR_1,MID,2,STRPURAD,552,pisco,-123.82683,39.37403,9.2
2018,CASPAR_1,OUTER,1,STRPURAD,141,pisco,-123.82683,39.37403,2.35
2018,CASPAR_1,OUTER,2,STRPURAD,202,pisco,-123.82683,39.37403,3.3666666666666667
2018,POINT_CABRILLO_3,INNER,1,STRPURAD,6678,pisco,-123.82563,39.34447,111.3
2018,POINT_CABRILLO_3,INNER,2,STRPURAD,3733,pisco,-123.82563,39.34447,62.21666666666667
2018,POINT_CABRILLO_3,MID,1,STRPURAD,1332,pisco,-123.82563,39.34447,22.2
2018,POINT_CABRILLO_3,MID,2,STRPURAD,1112,pisco,-123.82563,39.34447,18.533333333333335
2018,POINT_CABRILLO_3,OUTER,1,STRPURAD,53,pisco,-123.82563,39.34447,0.8833333333333333
2018,POINT_CABRILLO_3,OUTER,2,STRPURAD,105,pisco,-123.82563,39.34447,1.75
2018,POINT_CABRILLO_2,INNER,1,STRPURAD,7400,pisco,-123.82935,39.35083,123.33333333333333
2018,POINT_CABRILLO_2,INNER,2,STRPURAD,12300,pisco,-123.82935,39.35083,205
2018,POINT_CABRILLO_2,MID,1,STRPURAD,1391,pisco,-123.82935,39.35083,23.183333333333334
2018,POINT_CABRILLO_2,MID,2,STRPURAD,655,pisco,-123.82935,39.35083,10.916666666666666
2018,POINT_CABRILLO_2,OUTER,1,STRPURAD,475,pisco,-123.82935,39.35083,7.916666666666667
2018,POINT_CABRILLO_2,OUTER,2,STRPURAD,447,pisco,-123.82935,39.35083,7.45
2018,TEN_MILE_1,INNER,1,STRPURAD,806,pisco,-123.7899,39.59057,13.433333333333334
2018,TEN_MILE_1,INNER,2,STRPURAD,1724,pisco,-123.7899,39.59057,28.733333333333334
2018,TEN_MILE_1,MID,1,STRPURAD,330,pisco,-123.7899,39.59057,5.5
2018,TEN_MILE_1,MID,2,STRPURAD,945,pisco,-123.7899,39.59057,15.75
2018,TEN_MILE_1,OUTER,1,STRPURAD,48,pisco,-123.7899,39.59057,0.8
2018,TEN_MILE_1,OUTER,2,STRPURAD,32,pisco,-123.7899,39.59057,0.5333333333333333
2018,TEN_MILE_2,INNER,1,STRPURAD,1938,pisco,-123.78743,39.58253,32.3
2018,TEN_MILE_2,INNER,2,STRPURAD,2155,pisco,-123.78743,39.58253,35.916666666666664
2018,TEN_MILE_2,MID,1,STRPURAD,385,pisco,-123.78743,39.58253,6.416666666666667
2018,TEN_MILE_2,MID,2,STRPURAD,176,pisco,-123.78743,39.58253,2.933333333333333
2018,TEN_MILE_2,OUTER,1,STRPURAD,1,pisco,-123.78743,39.58253,0.016666666666666666
2018,TEN_MILE_2,OUTER,2,STRPURAD,3,pisco,-123.78743,39.58253,0.05
2018,ABALONE_POINT_1,INNER,1,STRPURAD,936,pisco,-123.8141,39.6915,15.6
2018,ABALONE_POINT_1,INNER,2,STRPURAD,412,pisco,-123.8141,39.6915,6.866666666666666
2018,ABALONE_POINT_1,MID,1,STRPURAD,19,pisco,-123.8141,39.6915,0.31666666666666665
2018,ABALONE_POINT_1,MID,2,STRPURAD,13,pisco,-123.8141,39.6915,0.21666666666666667
2018,ABALONE_POINT_1,OUTER,1,STRPURAD,201,pisco,-123.8141,39.6915,3.35
2018,ABALONE_POINT_1,OUTER,2,STRPURAD,185,pisco,-123.8141,39.6915,3.0833333333333335
2018,ABALONE_POINT_2,MID,1,STRPURAD,234,pisco,-123.80435,39.66502,3.9
2018,ABALONE_POINT_2,MID,2,STRPURAD,283,pisco,-123.80435,39.66502,4.716666666666667
2018,ABALONE_POINT_2,OUTER,1,STRPURAD,106,pisco,-123.80435,39.66502,1.7666666666666666
2018,ABALONE_POINT_2,OUTER,2,STRPURAD,75,pisco,-123.80435,39.66502,1.25
2018,TEN_MILE_3,INNER,1,STRPURAD,2490,pisco,-123.78268,39.57333,41.5
2018,TEN_MILE_3,INNER,2,STRPURAD,2225,pisco,-123.78268,39.57333,37.083333333333336
2018,TEN_MILE_3,MID,1,STRPURAD,354,pisco,-123.78268,39.57333,5.9
2018,TEN_MILE_3,MID,2,STRPURAD,48,pisco,-123.78268,39.57333,0.8
2018,TEN_MILE_3,OUTER,1,STRPURAD,2,pisco,-123.78268,39.57333,0.03333333333333333
2018,TEN_MILE_3,OUTER,2,STRPURAD,0,pisco,-123.78268,39.57333,0
2018,ABALONE_POINT_3,INNER,1,STRPURAD,0,pisco,-123.79658,39.62877,0
2018,ABALONE_POINT_3,INNER,2,STRPURAD,1,pisco,-123.79658,39.62877,0.016666666666666666
2018,ABALONE_POINT_3,MID,1,STRPURAD,1723,pisco,-123.79658,39.62877,28.716666666666665
2018,ABALONE_POINT_3,MID,2,STRPURAD,567,pisco,-123.79658,39.62877,9.45
2018,ABALONE_POINT_3,OUTER,1,STRPURAD,11,pisco,-123.79658,39.62877,0.18333333333333332
2018,ABALONE_POINT_3,OUTER,2,STRPURAD,1,pisco,-123.79658,39.62877,0.016666666666666666
2018,ABALONE_POINT_2,INNER,1,STRPURAD,958,pisco,-123.80435,39.66502,15.966666666666667
2018,ABALONE_POINT_2,INNER,2,STRPURAD,639,pisco,-123.80435,39.66502,10.65
2018,CASPAR_3,INNER,1,STRPURAD,3523,pisco,-123.82807,39.35937,58.71666666666667
2018,CASPAR_3,INNER,2,STRPURAD,2855,pisco,-123.82807,39.35937,47.583333333333336
2018,CASPAR_3,MID,1,STRPURAD,1012,pisco,-123.82807,39.35937,16.866666666666667
2018,CASPAR_3,MID,2,STRPURAD,1285,pisco,-123.82807,39.35937,21.416666666666668
2018,CASPAR_3,OUTER,1,STRPURAD,176,pisco,-123.82807,39.35937,2.933333333333333
2018,CASPAR_3,OUTER,2,STRPURAD,60,pisco,-123.82807,39.35937,1
2019,CASPAR_2,INNER,1,STRPURAD,1724,pisco,-123.82388,39.36445,28.733333333333334
2019,CASPAR_2,INNER,2,STRPURAD,1150,pisco,-123.82388,39.36445,19.166666666666668
2019,CASPAR_2,MID,1,STRPURAD,874,pisco,-123.82388,39.36445,14.566666666666666
2019,CASPAR_2,MID,2,STRPURAD,740,pisco,-123.82388,39.36445,12.333333333333334
2019,CASPAR_2,OUTER,1,STRPURAD,196,pisco,-123.82388,39.36445,3.2666666666666666
2019,CASPAR_2,OUTER,2,STRPURAD,153,pisco,-123.82388,39.36445,2.55
2019,POINT_CABRILLO_3,INNER,1,STRPURAD,3225,pisco,-123.82563,39.34447,53.75
2019,POINT_CABRILLO_3,INNER,2,STRPURAD,2314,pisco,-123.82563,39.34447,38.56666666666667
2019,POINT_CABRILLO_3,OUTER,1,STRPURAD,45,pisco,-123.82563,39.34447,0.75
2019,POINT_CABRILLO_3,OUTER,2,STRPURAD,104,pisco,-123.82563,39.34447,1.7333333333333334
2019,POINT_CABRILLO_3,MID,1,STRPURAD,441,pisco,-123.82563,39.34447,7.35
2019,POINT_CABRILLO_3,MID,2,STRPURAD,602,pisco,-123.82563,39.34447,10.033333333333333
2019,CASPAR_3,INNER,1,STRPURAD,3240,pisco,-123.82807,39.35937,54
2019,CASPAR_3,INNER,2,STRPURAD,2507,pisco,-123.82807,39.35937,41.78333333333333
2019,CASPAR_3,MID,1,STRPURAD,767,pisco,-123.82807,39.35937,12.783333333333333
2019,CASPAR_3,MID,2,STRPURAD,1034,pisco,-123.82807,39.35937,17.233333333333334
2019,CASPAR_3,OUTER,1,STRPURAD,135,pisco,-123.82807,39.35937,2.25
2019,CASPAR_3,OUTER,2,STRPURAD,21,pisco,-123.82807,39.35937,0.35
2019,POINT_CABRILLO_2,INNER,1,STRPURAD,1820,pisco,-123.82935,39.35083,30.333333333333332
2019,POINT_CABRILLO_2,INNER,2,STRPURAD,1680,pisco,-123.82935,39.35083,28
2019,POINT_CABRILLO_2,OUTER,1,STRPURAD,253,pisco,-123.82935,39.35083,4.216666666666667
2019,POINT_CABRILLO_2,OUTER,2,STRPURAD,915,pisco,-123.82935,39.35083,15.25
2019,CASPAR_1,MID,1,STRPURAD,1219,pisco,-123.82683,39.37403,20.316666666666666
2019,CASPAR_1,MID,2,STRPURAD,919,pisco,-123.82683,39.37403,15.316666666666666
2019,CASPAR_1,OUTER,1,STRPURAD,191,pisco,-123.82683,39.37403,3.183333333333333
2019,CASPAR_1,OUTER,2,STRPURAD,155,pisco,-123.82683,39.37403,2.5833333333333335
2019,POINT_CABRILLO_2,MID,1,STRPURAD,806,pisco,-123.82935,39.35083,13.433333333333334
2019,POINT_CABRILLO_2,MID,2,STRPURAD,454,pisco,-123.82935,39.35083,7.566666666666666
2019,TEN_MILE_1,INNER,2,STRPURAD,2061,pisco,-123.7899,39.59057,34.35
2019,TEN_MILE_1,MID,1,STRPURAD,476,pisco,-123.7899,39.59057,7.933333333333334
2019,TEN_MILE_1,MID,2,STRPURAD,848,pisco,-123.7899,39.59057,14.133333333333333
2019,TEN_MILE_1,OUTER,1,STRPURAD,19,pisco,-123.7899,39.59057,0.31666666666666665
2019,TEN_MILE_1,OUTER,2,STRPURAD,24,pisco,-123.7899,39.59057,0.4
2019,TEN_MILE_1,INNER,1,STRPURAD,1078,pisco,-123.7899,39.59057,17.966666666666665
2019,TEN_MILE_2,INNER,1,STRPURAD,2245,pisco,-123.78743,39.58253,37.416666666666664
2019,TEN_MILE_2,INNER,2,STRPURAD,6233,pisco,-123.78743,39.58253,103.88333333333334
2019,TEN_MILE_2,MID,1,STRPURAD,1586,pisco,-123.78743,39.58253,26.433333333333334
2019,TEN_MILE_2,MID,2,STRPURAD,505,pisco,-123.78743,39.58253,8.416666666666666
2019,TEN_MILE_2,OUTER,1,STRPURAD,13,pisco,-123.78743,39.58253,0.21666666666666667
2019,TEN_MILE_2,OUTER,2,STRPURAD,14,pisco,-123.78743,39.58253,0.23333333333333334
2019,TEN_MILE_3,INNER,1,STRPURAD,3650,pisco,-123.78268,39.57333,60.833333333333336
2019,TEN_MILE_3,INNER,2,STRPURAD,2783,pisco,-123.78268,39.57333,46.38333333333333
2019,TEN_MILE_3,MID,1,STRPURAD,46,pisco,-123.78268,39.57333,0.7666666666666667
2019,TEN_MILE_3,MID,2,STRPURAD,26,pisco,-123.78268,39.57333,0.43333333333333335
2019,TEN_MILE_3,OUTER,1,STRPURAD,1,pisco,-123.78268,39.57333,0.016666666666666666
2019,TEN_MILE_3,OUTER,2,STRPURAD,4,pisco,-123.78268,39.57333,0.06666666666666667
2019,ABALONE_POINT_1,INNER,1,STRPURAD,8,pisco,-123.8141,39.6915,0.13333333333333333
2019,ABALONE_POINT_1,INNER,2,STRPURAD,1050,pisco,-123.8141,39.6915,17.5
2019,ABALONE_POINT_1,MID,1,STRPURAD,5,pisco,-123.8141,39.6915,0.08333333333333333
2019,ABALONE_POINT_1,MID,2,STRPURAD,4,pisco,-123.8141,39.6915,0.06666666666666667
2019,ABALONE_POINT_1,OUTER,1,STRPURAD,105,pisco,-123.8141,39.6915,1.75
2019,ABALONE_POINT_1,OUTER,2,STRPURAD,76,pisco,-123.8141,39.6915,1.2666666666666666
2019,ABALONE_POINT_2,INNER,1,STRPURAD,1033,pisco,-123.80435,39.66502,17.216666666666665
2019,ABALONE_POINT_2,INNER,2,STRPURAD,1460,pisco,-123.80435,39.66502,24.333333333333332
2019,ABALONE_POINT_2,MID,1,STRPURAD,905,pisco,-123.80435,39.66502,15.083333333333334
2019,ABALONE_POINT_2,MID,2,STRPURAD,310,pisco,-123.80435,39.66502,5.166666666666667
2019,ABALONE_POINT_2,OUTER,1,STRPURAD,751,pisco,-123.80435,39.66502,12.516666666666667
2019,ABALONE_POINT_2,OUTER,2,STRPURAD,13,pisco,-123.80435,39.66502,0.21666666666666667
2019,ABALONE_POINT_3,INNER,1,STRPURAD,35,pisco,-123.79658,39.62877,0.5833333333333334
2019,ABALONE_POINT_3,INNER,2,STRPURAD,0,pisco,-123.79658,39.62877,0
2019,ABALONE_POINT_3,MID,1,STRPURAD,593,pisco,-123.79658,39.62877,9.883333333333333
2019,ABALONE_POINT_3,MID,2,STRPURAD,873,pisco,-123.79658,39.62877,14.55
2019,ABALONE_POINT_3,OUTER,1,STRPURAD,358,pisco,-123.79658,39.62877,5.966666666666667
2019,ABALONE_POINT_3,OUTER,2,STRPURAD,23,pisco,-123.79658,39.62877,0.38333333333333336
2019,CASPAR_1,INNER,1,STRPURAD,3154,pisco,-123.82683,39.37403,52.56666666666667
2019,CASPAR_1,INNER,2,STRPURAD,4614,pisco,-123.82683,39.37403,76.9
2019,SAUNDERS_MPA_1,MID,1,STRPURAD,308,pisco,-123.66842,38.85587,5.133333333333334
2019,SAUNDERS_MPA_1,MID,2,STRPURAD,229,pisco,-123.66842,38.85587,3.816666666666667
2019,SAUNDERS_MPA_1,OUTER,1,STRPURAD,9,pisco,-123.66842,38.85587,0.15
2019,SAUNDERS_MPA_1,OUTER,2,STRPURAD,16,pisco,-123.66842,38.85587,0.26666666666666666
2019,SAUNDERS_MPA_1,INNER,1,STRPURAD,1573,pisco,-123.66842,38.85587,26.216666666666665
