site,longitude,latitude,survey_year,zone,transect,classcode,count,survey,distance
ABALONE_POINT_1,-123.8141,39.6915,2020,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2020,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,INNER,1,NERLUE,26,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2022,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_1,-123.8141,39.6915,2023,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,INNER,1,NERLUE,1,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2014,INNER,2,NERLUE,5,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,INNER,1,NERLUE,10,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,INNER,2,NERLUE,20,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2015,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2018,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2019,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2020,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2021,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2022,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_2,-123.80435,39.66502,2023,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2015,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,MID,2,NERLUE,5,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2018,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2019,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2020,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2020,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2020,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2020,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2021,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2022,OUTER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,MID,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,OUTER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,INNER,1,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,INNER,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,MID,2,NERLUE,0,pisco,NA
ABALONE_POINT_3,-123.79658,39.62877,2023,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,INNER,1,NERLUE,170,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,INNER,2,NERLUE,45,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,MID,1,NERLUE,63,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,MID,2,NERLUE,107,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,OUTER,1,NERLUE,93,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2003,OUTER,2,NERLUE,26,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,INNER,1,NERLUE,156,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,INNER,2,NERLUE,77,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,MID,1,NERLUE,15,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,MID,2,NERLUE,87,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2004,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,INNER,1,NERLUE,91,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,INNER,2,NERLUE,24,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,MID,2,NERLUE,4,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,OUTER,1,NERLUE,8,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2005,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,INNER,1,NERLUE,53,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,INNER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,MID,1,NERLUE,10,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,MID,2,NERLUE,34,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2006,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,INNER,1,NERLUE,44,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,INNER,2,NERLUE,12,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,MID,1,NERLUE,9,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,MID,2,NERLUE,1,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,OUTER,1,NERLUE,64,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2007,OUTER,2,NERLUE,31,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,INNER,1,NERLUE,62,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,INNER,2,NERLUE,41,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,MID,1,NERLUE,21,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,MID,2,NERLUE,2,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,OUTER,1,NERLUE,15,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2008,OUTER,2,NERLUE,3,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,INNER,1,NERLUE,13,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,INNER,2,NERLUE,2,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2009,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,INNER,1,NERLUE,108,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,INNER,2,NERLUE,115,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,MID,1,NERLUE,15,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,MID,2,NERLUE,3,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2010,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,INNER,1,NERLUE,22,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,INNER,2,NERLUE,24,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,MID,1,NERLUE,4,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,MID,2,NERLUE,1,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,OUTER,1,NERLUE,1,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2011,OUTER,2,NERLUE,1,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,MID,1,NERLUE,52,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,MID,2,NERLUE,55,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,OUTER,1,NERLUE,17,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,INNER,1,NERLUE,10,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2019,INNER,2,NERLUE,31,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,INNER,1,NERLUE,17,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,INNER,2,NERLUE,5,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2020,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,INNER,1,NERLUE,120,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,INNER,2,NERLUE,87,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,MID,2,NERLUE,98,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2021,OUTER,2,NERLUE,105,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,INNER,1,NERLUE,32,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,INNER,2,NERLUE,8,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,MID,1,NERLUE,144,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,MID,2,NERLUE,35,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_DC,-121.873038,36.276089,2023,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,INNER,1,NERLUE,54,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,INNER,2,NERLUE,121,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,MID,1,NERLUE,152,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,MID,2,NERLUE,68,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,OUTER,1,NERLUE,52,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2004,OUTER,2,NERLUE,308,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,INNER,1,NERLUE,22,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,INNER,2,NERLUE,92,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,MID,1,NERLUE,73,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,MID,2,NERLUE,68,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2005,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,INNER,1,NERLUE,300,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,INNER,2,NERLUE,23,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2006,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,INNER,1,NERLUE,158,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,INNER,2,NERLUE,34,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,MID,1,NERLUE,26,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,MID,2,NERLUE,8,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,OUTER,1,NERLUE,37,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2007,OUTER,2,NERLUE,13,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,INNER,1,NERLUE,5,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,INNER,2,NERLUE,13,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,MID,1,NERLUE,4,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,MID,2,NERLUE,13,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,OUTER,1,NERLUE,1,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2008,OUTER,2,NERLUE,2,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,INNER,1,NERLUE,25,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,INNER,2,NERLUE,73,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,MID,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2009,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,INNER,1,NERLUE,67,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,INNER,2,NERLUE,119,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,MID,1,NERLUE,4,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,MID,2,NERLUE,47,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,OUTER,1,NERLUE,24,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2010,OUTER,2,NERLUE,60,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,INNER,1,NERLUE,26,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,INNER,2,NERLUE,29,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,MID,1,NERLUE,7,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,OUTER,1,NERLUE,8,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2011,OUTER,2,NERLUE,5,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,INNER,1,NERLUE,1,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,INNER,2,NERLUE,3,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,MID,1,NERLUE,11,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,MID,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,OUTER,1,NERLUE,36,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2019,OUTER,2,NERLUE,36,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,MID,1,NERLUE,3,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,MID,2,NERLUE,2,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,INNER,1,NERLUE,5,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,INNER,2,NERLUE,1,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2020,OUTER,2,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,INNER,1,NERLUE,37,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,INNER,2,NERLUE,77,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,MID,1,NERLUE,57,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,MID,2,NERLUE,41,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,OUTER,1,NERLUE,0,pisco,NA
ANDREW_MOLERA_UC,-121.875988,36.277685,2023,OUTER,2,NERLUE,1,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,INNER,1,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,INNER,2,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,MID,1,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,MID,2,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,OUTER,1,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2001,OUTER,2,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,INNER,1,NERLUE,24,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,INNER,2,NERLUE,16,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,MID,1,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,MID,2,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,OUTER,1,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2002,OUTER,2,NERLUE,0,pisco,NA
BIG_CREEK_DC,-121.605115,36.069079,2003,INNER,1,NERLUE,20,pisco,NA
